survey_id,survey_date,survey_name,question_description,response_total,response_1_text,response_1_percent,response_2_text,response_2_percent,response_3_text,response_3_percent,response_4_text,response_4_percent,response_5_text,response_5_percent,response_6_text,response_6_percent,response_7_text,response_7_percent
323,2017-04-01,"MBTA Customer Opinion Panel","How would you rate the mbta overall?",324,"Extremely Dissatisfied",.0194000000,"Very Dissatisfied",.0194000000,"Somewhat Dissatisfied",.1363000000,Neutral,.0862000000,"Somewhat Satisfied",.3596000000,"Very Satisfied",.2685000000,"Extremely Satisfied",.0739000000
324,2017-04-01,"MBTA Customer Opinion Panel","How would you rate your most recent trip?",324,"Extremely Dissatisfied",.0255000000,"Very Dissatisfied",.0255000000,"Somewhat Dissatisfied",.0935000000,Neutral,.1140000000,"Somewhat Satisfied",.2497000000,"Very Satisfied",.3442000000,"Extremely Satisfied",.1308999999
325,2017-04-01,"MBTA Customer Opinion Panel","How likely are you to continue using the mbta in the future?",324,"Extremely Unlikely",.0007000000,"Very Unlikely",.0007000000,"Somewhat Unlikely",.0063000000,"Neither Likely nor Unlikely",.0559000000,"Somewhat Likely",.0519000000,"Very Likely",.2388000000,"Extremely Likely",.6402000000
326,2017-04-01,"MBTA Customer Opinion Panel","How likely are you to recommend the mbta to a friend or colleague?",320,"Extremely Unlikely",.0258000000,"Very Unlikely",.0258000000,"Somewhat Unlikely",.0584000000,"Neither Likely nor Unlikely",.1513000000,"Somewhat Likely",.2224000000,"Very Likely",.1857000000,"Extremely Likely",.3184000000
327,2017-04-01,"MBTA Customer Opinion Panel","The mbta provides reliable public transportation services.",319,"Strongly Disagree",.1162000000,Disagree,.1162000000,"Slightly Disagree",.1733000000,"Neither Agree nor Disagree",.1123000000,"Slightly Agree",.1901000000,Agree,.2644000000,"Strongly Agree",.0550000000
328,2017-04-01,"MBTA Customer Opinion Panel","The mbta is a cost-conscious organization.",318,"Strongly Disagree",.1639000000,Disagree,.1639000000,"Slightly Disagree",.1388000000,"Neither Agree nor Disagree",.1878000000,"Slightly Agree",.1483000000,Agree,.1732000000,"Strongly Agree",.0579000000
329,2017-04-01,"MBTA Customer Opinion Panel","The mbta uses technology to meet the needs and demands of its riders.",318,"Strongly Disagree",.0688000000,Disagree,.0688000000,"Slightly Disagree",.1133000000,"Neither Agree nor Disagree",.1359000000,"Slightly Agree",.2930000000,Agree,.2480000000,"Strongly Agree",.0631000000
330,2017-04-01,"MBTA Customer Opinion Panel","The mbta is a good value for the money.",317,"Strongly Disagree",.0487000000,Disagree,.0487000000,"Slightly Disagree",.0973000000,"Neither Agree nor Disagree",.1220000000,"Slightly Agree",.1894000000,Agree,.2662000000,"Strongly Agree",.1644000000
331,2017-04-01,"MBTA Customer Opinion Panel","The mbta has a fleet of trains and buses that are clean and well maintained.",317,"Strongly Disagree",.1437000000,Disagree,.1437000000,"Slightly Disagree",.2210000000,"Neither Agree nor Disagree",.1288000000,"Slightly Agree",.1852000000,Agree,.1433000000,"Strongly Agree",.0461000000
332,2017-04-01,"MBTA Customer Opinion Panel","Wait time at stop",316,Unacceptable,.0448000000,"Very Poor",.0448000000,Poor,.0488000000,Fair,.1903000000,Good,.2221000000,"Very Good",.2021000000,Excellent,.2731000000
333,2017-04-01,"MBTA Customer Opinion Panel","Stop condition &amp; cleanliness",316,Unacceptable,.0105000000,"Very Poor",.0105000000,Poor,.0750000000,Fair,.2746000000,Good,.2413000000,"Very Good",.2400000000,Excellent,.1441000000
334,2017-04-01,"MBTA Customer Opinion Panel","Vehicle crowdedness",319,Unacceptable,.0721000000,"Very Poor",.0721000000,Poor,.0734000000,Fair,.1698000000,Good,.2524000000,"Very Good",.1892000000,Excellent,.1964000000
335,2017-04-01,"MBTA Customer Opinion Panel","Vehicle cleanliness",315,Unacceptable,.0072000000,"Very Poor",.0072000000,Poor,.0787000000,Fair,.2285000000,Good,.3175000000,"Very Good",.1931000000,Excellent,.1728000000
